id,title,description,projects,functions,benefits,desirable,seniority,seniority_type,remote,remote_modality,remote_zone,countries,lang,category_name,perks,min_salary,max_salary,published_at,response_time_min,response_time_max,applications_count,public_url
ios-senior-developer-softserve-remote,iOS Senior Developer,"IF YOU AREA holder of a Bachelor's degree in Computer Science, or a related fieldDemonstrating 5+ years in designing scalable and robust technical solutions as iOS Mobile Developer, well-known design patternsShowing experience with in common software architectural practices and principles (MVC, MVP, MVVM, Clean, SOLID)Proficient with Swift, Objective, XCode, Carthage, Cocoa Pods or SPMConsuming, developing, and integrating APIs: RESTfulProficient in unit testing with, and CI/CD pipelines, contributing to scalable, high-availability, low-latency, distributed solutionsHaving a fluent level of conversational and written English (B2+), for daily interactions with multicultural teams ","WE ARESoftServe is a global digital service and consulting company founded in 1993. We're working on 2,000+ projects with clients in the USA, Europe, APAC, and LatAm regions. Our team helps transform, accelerate, and optimize how our clients, including ISVs and Fortune 500 companies, do business. At SoftServe, we prioritize the values of strong partnerships, lean development, iterative improvements, flexibility, technical excellence, and the continuous gathering of customer feedback. Our client is a Smart Home provider, a leader in North America. They deliver an integrated smart home system with in-home consultation, professional installation, and support delivered by its Smart Home Pros, as well as 24/7 customer care and monitoring. Our client serves more than two million customers throughout the U.S.Forbes has included our client into top 10 Best Home Security Systems of 2024 and acknowledged them as a Best Company for Custom Smart Home Integration.","Collaborate closely with software engineers representing other disciplines to build amazing experiences from top to bottomLeverage your technical expertise and interpersonal skills to help the team make great implementation decisions together, including active participation in code reviews and other software lifecycle activitiesWork in a fast-paced, self-directed, agile environmentResearch and evaluate new technologies and toolsContribute to new feature development, maintenance, and architectural activitiesActively participate in the iOS guild with fellow engineers to develop better organization-wide development practices and solve hard problemsParticipate in a quarterly ""Innovation Week"" and work on innovative projects of your choicePut smart home products in your own home and experience your work product firsthand","Work as a central part of a cross-functional delivery teamCollaborate with product management, program management, QA, UX designers, and othersBuild customer experiences through integrations with energy service providersGain certifications from leading providers (Google, AWS & others)Create an exceptional customer experience and impact the company's global success and be recognized by Customer Hero ProgramCare for your wellness with a health insurance package","TOGETHER WE WILLWork as a central part of a cross-functional delivery teamCollaborate with product management, program management, QA, UX designers, and othersBuild customer experiences through integrations with energy service providersGain certifications from leading providers (Google, AWS & others)Create an exceptional customer experience and impact the company's global success and be recognized by Customer Hero ProgramCare for your wellness with a health insurance package","{'data': {'id': 4, 'type': 'seniority'}}",seniority,True,remote_local,,['Remote'],en,Mobile Development,"['pet_friendly', 'flexible_hours', 'health_coverage', 'computer_provided', 'informal_dresscode', 'vacation_over_legal', 'beverages_and_snacks']",,,1715106106,,,13,https://www.getonbrd.com/jobs/ios-senior-developer-softserve-remote
arquitecto-de-soluciones-colombia-sophos-solutions-medellin,Arquitecto de Soluciones Banca,"¿Qué requerimos?3 a 4 años de experiencia mínima como: Ingeniero infraestructura Cloud, Cloud DevOps, Lider soluciones CLOUD, soporte a infraestructura, soporte a aplicaciones, Solution Specialist CLOUD NUBE, Tech lead CLOUD, CLOUD Architect ingeniero CLOUD, gestión de ambientes, administrador CLOUD.Experiencia indispensable en sector financiero o banca, en proyectos de transaccionalidad o inter-operatividad bancaria, procesamiento de pagos, bajo estándares como ISO 20022, TOGAF, FIBO o BIAN, open Banking (PSD2 o FDX)Conocimiento en seguridad, regulaciones y cumplimiento normativo específicos del sector bancario. (ISO 27001, SOX; ITIL, CoBIT, PCI DSS, NIST, etc)Conocimiento en proyectos de migración y diseño de arquitectura e infraestructura legada u On Premise a soluciones en la nube de AWS, Azure o GCP (migración de SO, BDD, Código, ambientes, servicios web, almacenamiento de información, etc)Experiencia en levantamiento y análisis de requerimientos, historias de usuario, etc.Experiencia en Monitorización de servidores y aplicaciones con plataformas: Tivoli System Center, Nagios, Solarwinds, etc.Conocimiento de soluciones y servicios cloud sobre la filosofía CI CD (Continuos Integration, Continuos delivery, DevOps, GitOps, Testing Orchestration, etc.)","Sophos Solutions es una compañía global de soluciones tecnológicas, con operaciones en 14 países alrededor del mundo. Nuestra casa matriz se encuentra en Colombia y contamos con filiales en 6 países incluyendo Colombia, Estados Unidos, México, India, Chile y Panamá. Somos más de 1.500 personas expertas en tecnología, liderando proyectos que están revolucionando la industria y transformando con éxito las instituciones financieras más importantes 🌎 Nuestro ADN lo define la multiculturalidad. Somos un espacio de trabajo diverso e inclusivo, que valora la diferencia y la innovación. Estamos en un proceso de transformación, innovación y apertura de nuevas unidades de negocio, por ello, te invitamos a integrarte al equipo como: Arquitecto de Soluciones Migración Banca bilingüe con experiencia en frameworks como BIAN, FIBO, Open Banking, así como, estándares de pagos internaciones como Swift o ISO 20022 en esquema híbrido en Medellín o Bogotá.","Tendrás la oportunidad de:Diseñar, migrar e implementar arquitecturas de soluciones legadas de banca a nube, realizando la actualización de SO, Base de datos, lenguajes y framework.Aplicar estándares de arquitectura como: TOGAF, BIAN, FINO; Open Banking, etc.Apego a estándares locales e internacionales de pago como: Swift o ISO 20022Libertad creativa, innovación y nuevos desarrollos ","Nosotros te ofrecemos 💜Contrato a término indefinido, trabajo HÍBRIDO, salario justo de acuerdo con tu perfil en el mercado y beneficios extralegales.Oportunidad de participar en proyectos de talla internacional con expertos de todo el mundo, para las instituciones financieras más grandes.Puedes crear tu plan carrera, nosotros te damos todas las herramientas para que lo desarrolles y avances hacia tus metas.Acceso a nuestra propia plataforma de aprendizaje, para que te certifiques en tecnologías o habilidades necesarias para tu crecimiento.Carta de beneficios para que elijas los que más te gusten.","Es un plus sí:Tienes conocimiento de conceptos bancarios como: Pagos, depósitos, certificados de depósito a término (CDT), cuentas bancarias, diversos tipos de créditos (hipotecarios, de consumo, leasing). ","{'data': {'id': 4, 'type': 'seniority'}}",seniority,False,hybrid,,['Colombia'],en,SysAdmin / DevOps / QA,[],,,1715106106,,,39,https://www.getonbrd.com/jobs/arquitecto-de-soluciones-colombia-sophos-solutions-medellin
aws-cloud-architecture-lead-softserve-remote,AWS Cloud Architecture Lead,"Showing 10+ years of experience in Information Technology, or Cloud Services as a leader of teams, projects, and programs and at least 3 years being a Cloud or Solutions ArchitectManaging AWS Partnership for at least 2 years: development of different AWS competencies, service delivery programs, collaboration with AWS account teams, PSMs, PDMs, PDSAs, AWS funding programs, etc.An expert in software architecture principles and practices, and designing systemsHands-on with complex cloud migration projects (from assessment till modernization phase), greenfield, and leading multiple projectsMaking decisions on architecture and tooling, processes, and expert education modelKnowledgeable in AWS Cloud security, AWS Cloud networking, OS administration, CI/CD, virtualization, containers and orchestration, databases, IAC, scripting and/or programming languages, configuration management, logging, monitoringExperienced in presales and proposal preparation, communication with engineers, Directors, VPs, and C-levelA holder of AWS Solutions Architect certificate, like AWS Certified DevOps Engineer/ AWS Certified Security or Advanced Networking","WE ARESoftServe AWS Cloud Practice is a part of Critical Services CoE has developed a strong partnership with Amazon Web Services. Being a part of the international community, we participate in major worldwide AWS events (AWS re: Invent, AWS Summits, AWS DevDays, AWS GameDays, AWS Ambassador meet-ups, and other events) and develop multiple AWS User local communities. We are recognized as an AWS Premier Tier Service Partner with 500+ certified AWS experts company-wide, experienced AWS Cloud Architects and experts, and 2 AWS Partner Ambassadors. Our AWS Cloud Practice continuously develops AWS service offerings and repeatable solutions, publishes them on AWS Marketplace, collaborates with multiple AWS service teams with access to their roadmap, participates in early preview, and launch of new AWS Cloud services and tools, AWS Professional Services program, conducts AWS Well-Architected Reviews, AWS Immersion Days and provides a variety of other AWS services and offerings.","Work with huge enterprises as their advisor for digital transformationDevelop AWS cloud partnership, get new competencies, onboard service delivery programs, lead Well-Architected Review and Immersion Days programs for specified regionsBecome AWS Partner Ambassador and AWS Community BuilderSupport Account Executives and Partner Sales Managers with partnership, competencies, specializations, service delivery programs.Lead AWS Cloud Practice in a specific regionProvide pre-sales support for Account Executives and portfolio development support for Client Partners by presenting our capabilities to customers and partnersDevelop repeatable solutions, accelerators, and related service offerings. Become a solution ownerEnhance SoftServe Professional Services for AWSParticipate in different brand awareness and partner marketing activities and campaignsGrow our team by interviewing and mentoring other experts","Embrace wide career opportunities, challenging projects, top-notch technologies, and a clear career path with SoftServe People Excellence programExtend your skill set and gain practical experience by cooperating with seasoned SoftServians at the New Experience Board programBe a part of something bigger than a single project in the professional communityAccess local-grown, yet global IT minds and exclusive networking opportunities with expert groups and professional eventsCare for your wellness with a health insurance package",,"{'data': {'id': 5, 'type': 'seniority'}}",seniority,True,remote_local,,['Remote'],en,SysAdmin / DevOps / QA,"['pet_friendly', 'flexible_hours', 'life_insurance', 'paid_sick_days', 'health_coverage', 'dental_insurance', 'computer_provided', 'education_stipend', 'fitness_subsidies', 'informal_dresscode', 'vacation_over_legal', 'beverages_and_snacks', 'vacation_on_birthday']",4600.0,6800.0,1715106105,,,61,https://www.getonbrd.com/jobs/aws-cloud-architecture-lead-softserve-remote
middle-devops-engineer-softserve-remote,Middle DevOps Engineer,"A holder of a Bachelor's degree in Computer Science, or a related field Confident with Cloud technologies (any cloud) or in learning themInitial Foundational / Fundamentals certification from any of Cloud providers would be a plusSkilled in CI/CD process and any of CI/CD toolsFamiliar with :• Git• Containerization (Docker)• Linux/Windows VMs administration• Bash/Powershell• TroubleshootingAware of:• IaC tools (Terraform)• GitOps and tools (ArgoCD)• Microservices architecture• API management• Kubernetes basics and various k8s-related tools (CLI, k9s, Rancher, Lens)• Monitoring and observability tools (Dynatrace, Splunk)• Python / Groovy (be able to read and understand code)","WE AREoftServe is a global digital service and consulting company founded in 1993. We're working on 2,000+ projects with clients in the USA, Europe, APAC, and LatAm regions. SoftServians help transform, accelerate, and optimize how our clients, including ISVs and Fortune 500 companies, do business. We are a multicultural team based in Ukraine, Mexico, and Chile. We also collaborate tightly with our customer's IT teams. We are a team of more than 50 specialists working in the Devops area to join the client SRE/DevOps professional team. You will be responsible for managing and automating the deployment, scaling, and monitoring of our applications and infrastructure. As a DevOps Engineer, you will work closely with the development and operations teams to ensure that our applications are reliable, scalable, and secure.","• Work with a Professional DevOps/SRE team• Use Microsoft Azure services• Develop along with operations teams to design, build, and maintain our infrastructure• Work with SRE/DevOps tickets• Troubleshoot and resolve issues related to infrastructure, application, and environment• Stay up-to-date with the latest industry trends to ensure that our infrastructure and processes are modern and efficient",," • Build a culture of collaboration where everyone is encouraged to share their ideas and insights. • Work together to overcome challenges and deliver high-quality software solutions on time and on budget. • Foster a culture of continuous learning, where everyone is encouraged to grow and develop their skills.","{'data': {'id': 2, 'type': 'seniority'}}",seniority,True,remote_local,,['Remote'],en,SysAdmin / DevOps / QA,"['accessible', 'pet_friendly', 'flexible_hours', 'life_insurance', 'paid_sick_days', 'bicycle_parking', 'digital_library', 'health_coverage', 'dental_insurance', 'computer_provided', 'education_stipend', 'fitness_subsidies', 'informal_dresscode', 'vacation_over_legal', 'beverages_and_snacks', 'vacation_on_birthday']",2000.0,3000.0,1715106105,,,101,https://www.getonbrd.com/jobs/middle-devops-engineer-softserve-remote
paid-ads-ppc-adwords-expert-rip-media-group-remote,"Paid Ads, PPC, Adwords Expert","You will work directly the the CMO & Founder and work with him on a weekly basis. Below are some of the responsibilities a Google Ads expert is expected to assume in their position:Manage all aspects of Google Ad campaignsCreate and optimize ad campaigns and paid search landing pagesAnalyze and optimize ad campaigns to increase return on investment (ROI)Use Google Ads to drive a variety of online marketing campaignsAnalyze and optimize pay-per-click (PPC) campaigns to increase ROIManage and optimize display campaigns across multiple devicesDevelop PPC strategies to increase online visibilityCollaborate with a team of marketers, Google Ads specialists, and engineers","We are Rip Media Group, a boutique and premier storytelling agency that serves startup to Fortune 1000 companies in the US and Europe.Our passion is telling customers stories in video, social media content, and help them pitch their brand better than ever before.The launch of our new Ai product is a big opportunity, so you will work with and keep us organized, and use our templates and messages to share, send, and connect with our audiences via Linkedin, X and email outreach to promote it, and online courses as well. The Ai product is being built, and the beta can be seen at Script-Timer.aiWe are building the personal brand of the founder and CEO, who needs to keep tasks, projects, mail and calendar organized and up to date.","Your primary responsibilities will be the creation of, and maintaining Google Ad and Meta accounts of our company and analyzing the results to identify patterns and trends that can help us improve the efficiency and usability of our products and services. You will also be expected to improve our Google Ads accounts and maximize the return on our investment.",,"A provable record of organizing and helping boost the social media presence of an organization, or person. You have created and executed digital marketing to inform, advertise, and attract interest.Below are the qualifications expected of a Google Ads expert:A degree in digital marketing or a related business fieldIn-depth knowledge of Google Ads, Microsoft Advertising (formerly Bing Ads), and Google AnalyticsAn understanding of search engine optimization (SEO) and search engine marketing (SEM)Google Ads certification Competency with using Word, Excel, and PowerPoint to produce reports and presentations for clientsIt is desirable if you have expertise using Ai and Search Console to improve SEO performance as well as paid ads.","{'data': {'id': 4, 'type': 'seniority'}}",seniority,True,fully_remote,,['Remote'],en,Digital Marketing,"['remote_full', 'flexible_hours', 'informal_dresscode']",,,1715001566,0.0,2.0,47,https://www.getonbrd.com/jobs/paid-ads-ppc-adwords-expert-rip-media-group-remote
senior-sugarcrm-engineer-softserve-remote,Senior Sugar CRM Engineer,"Having more than 4 years of professional background in SugarCRMSkilled in designing and developing SugarCRM applicationsGreat at maintenance of quality systems within the group challengesEnsuring customer satisfaction, and implementation as a part of project successProficient in Modules customization and writingConfident in CRM software migration, and 3rd party software integrationStrong in creating upgrade-safe modulesExperienced in PostgreSQL, MySQL, SQL profiling and query optimizationGood at NoSQL data backends (Redis, MongoDB, Elasticsearch)Designing and developing application components following a Microservices architectureB2+ English levelLocated in Chile (mandatory)","WE ARESoftServe is an IT company, we are advisors and providers who operate on the cutting edge of technology. With you, we set goals and reach them to grow better together, learning from both successes and mistakes. We are a team of thinkers and makers in more than 40 offices in 12 countries, true professionals and good people, who like what we do and do it well.With us, you will participate in a variety of projects with one of the best food delivery companies in the world located in the UK. The product operates in 500 cities across the globe with 60,000 restaurants and 80,000 couriers delivering delicious food to the homes of the customers.We will together build and support the product that will help millions of people get delicious food from the best restaurants in the world.As a part of the top-expert team, you will get a chance to take on world-class challenges, work with cutting-edge technologies, and contribute to the growth of the client, SoftServe, and yourself.","Plan, implement, and deploy changes following established SDLC and best practices for coding, testing, and monitoring in SugarCRMProduce technical design, test, and documentation for projects with complex dependenciesDeal with troubleshooting, debugging, and fixing issues, as they ariseParticipate in Scrum meetings, and contribute to requirements estimation, design, and code reviewsCommunicate and collaborate with cross-functional and distributed teamsBecome the expert on your team’s business and technical domainsGrow the team by attracting, onboarding, and coaching new/Junior engineersBecome an expert on the technical stack your team owns, gaining knowledge in your team's business domains","SoftServe es una empresa que ofrece igualdad de oportunidades. Nuestras ofertas laborales están abiertas a todos quienes, dentro del marco de la Ley de Inclusión, quieran formar parte de esta gran Empresa, aportando con sus distintas capacidades y fortalezas, tanto humanas como profesionales. Pongamos tu talento y experiencia en movimiento con SoftServe","TOGETHER WE WILLEnjoy a flexible approach to the workplace, allowing you to work from any place in MexicoCare for your and your family’s wellness with a Health and Life insurance packageHave access to wide career opportunities, engaging projects, cutting-edge technologies, and a well-defined career path through our People Excellence programGain certifications from leading providers (Google, AWS & others)Run the project for our client to build a great product that makes an impact on the worldDevelop and work with a great team across Ukraine, European countries, and the UK","{'data': {'id': 4, 'type': 'seniority'}}",seniority,True,remote_local,,['Remote'],en,Programming,"['pet_friendly', 'flexible_hours', 'health_coverage', 'computer_provided', 'informal_dresscode', 'vacation_over_legal', 'beverages_and_snacks']",,,1713902805,,,1,https://www.getonbrd.com/jobs/senior-sugarcrm-engineer-softserve-remote
xamarin-engineer-senior-moventi-remote,Xamarin Engineer Senior,"Looking for a senior Microsoft Xamarin engineer with about 5 years of experience. The cross-platform engineer. Also, should have commercial experience working with MAUI.Front-end a must, back-end an asset.English B2+ or C1","We are a digital transformation and innovation consulting firm that develops solutions for corporate clients and high impact ventures. To date we have developed more than 200 digital projects, our expertise ranges from planning and development of digital products to consulting implementation and dissemination in digital media.At Moventi we are looking for you, we know that our human talent is a key point to achieve success, so we are looking for people with DNA of passion and ingenuity to assume the position of Xamarin Engineer ","• Analysis, design and development of mobile applications for both Android (Google and Huawei) and iOS with Xamarin.• Create and manage certificates for Android, iOS and Huawei applications. • Deployment of applications in the Apple, Android and Huawei stores. • Unit testing of your developments and validation before moving to QA. • Documentation of the solutions developed.",,,"{'data': {'id': 4, 'type': 'seniority'}}",seniority,True,fully_remote,,['Remote'],en,Programming,['remote_full'],2800.0,3800.0,1713559541,,,15,https://www.getonbrd.com/jobs/xamarin-engineer-senior-moventi-remote
analista-gobierno-de-datos-hibrido-caja-los-andes-santiago,Analista Gobierno de Datos (Híbrido),"Poseer formación en Ingeniería en informática o carrera afín.Experiencia Gobierno de Datos (Alto) y gestión de datos.Fundamentos Básicos de BI.Conocimientos de protección y privacidad de datos(Ley chilena, GDPR, ISO, etc).Experiencia en gestión de programa de proyectos, proyectos y requerimientos.Conocimiento en metadata (Deseable).","¡Sé parte de Caja Los Andes y su Gerencia Corporativa de Operación Tecnológica e impacta en más de 4 millones de afiliados/as! Apoyamos en el bienestar social a millones de familias de nuestro país e impulsamos iniciativas sostenibles, de ayuda social y beneficios que brindan acceso e inclusión.Nos preocupamos por las personas y promovemos entornos diversos fomentando una cultura inclusiva. Por esto y más hemos sido reconocidos por el cuidado por nuestros equipos y obtuvimos el puesto 5 en Great Place to Work (General) y el 3ro en el ranking específico sobre mujeres.","Identificar, definir y priorizar los dominios de datos de la organización y liderar los procesos de levantamiento de estos.Asegurar la adopción y gobernanza de los dominios de datos levantados, incluyendo la definición y gestión de roles y responsabilidades.Gestionar la implementación de proyectos de Gobierno de Datos para que sean llevados según la planificación y con los recursos definidos.Trabajar en colaboración con las diferentes áreas de Caja para promover la cultura del dato.Implementar el plan de calidad de datos de Caja los Andes.Evaluar y gestionar riesgos de privacidad asociados a proyectos, terceros y requerimientos.Gestionar el programa de privacidad asociado a nuevas leyes y/o cambios regulatorios.","Contamos con una jornada de 39 hrs semanales, saliendo los viernes a las 14:30 hrs.Seguro de salud.Podrás desarrollarte profesionalmente, con distintas instancias de formación.Día libre por tu cumpleaños para que celebres como prefieras.Si requieres de algún ajuste razonable/adaptación para una videollamada o para el puesto, ¡por favor no dejes de aclararlo en tu postulación!¡Tu talento en Caja Los Andes puede lograr grandes cosas!",,"{'data': {'id': 3, 'type': 'seniority'}}",seniority,False,hybrid,,['Chile'],lang_not_specified,Data Science / Analytics,"['wellness', 'accessible', 'flexible_hours', 'bicycle_parking', 'free_car_parking', 'computer_provided', 'fitness_subsidies', 'informal_dresscode', 'vacation_over_legal', 'vacation_on_birthday', 'parental_leave_over_legal']",2000.0,2700.0,1712606258,,,102,https://www.getonbrd.com/jobs/analista-gobierno-de-datos-hibrido-caja-los-andes-santiago
senior-cloud-engineer-n5738-nisum-latam-remote,Senior Cloud Engineer (AWS),"Minimum Qualifications:Advanced English skillsAt least 7 years as a Developer in a Full-stack capacity.At least 3 years’ experience with AWS Cloud ServicesComprehensive experience with AWS including a solid understanding of CI and CD, Amazon S3, RDS, EC2, SQS, IAM and Route 53Experience with web application development in distributed and parallel systems, developing large scale and highly concurrent software systems, and security software development.Experience with Amazon Serverless Services (Lambda, DynamoDB, SQS, SNS, S3, CloudFront, and Cloudwatch).Experience with at least two general purpose programming languages (Java, nodeJS, or Python, etc.)Front-End experience with React and/or Angular.7+ of years of experience in performing duties utilizing skills listed above or a bachelor's degree in information technology or related field.","Nisum is a leading global digital commerce firm headquartered in California, with services spanning digital strategy and transformation, insights and analytics, blockchain, business agility, and custom software development. Founded in 2000 with the customer-centric motto “Building Success Together®,” Nisum has grown to over 1,800 professionals across the United States, Chile,Colombia, India, Pakistan and Canada. A preferred advisor to leading Fortune 500 brands, Nisum enables clients to achieve direct business growth by building the advanced technology they need to reach end customers in today’s world, with immersive and seamless experiences across digital and physical channels.Nisum is an Equal Opportunity Employer and we are proud of our ongoing efforts to foster diversity and inclusion in the workplace.","• Designs and implements roadmaps for cloud-based data infrastructures• Monitor server performance and capacity loads; ensuring accessibility and availability• Implement automation for cloud platforms; establish monitoring and alerting systems• Design and maintain server, storage, network, and partner in security infrastructure• Seeks solutions and helps provide the tools and infrastructure for a DevOps to the development team.• Mentor other DevOps and Cloud Engineers• Work with engineers to create and maintain documentation for infrastructure systems, policies and procedures• Provide Amazon AWS solutions to current projects and initiatives• Duties as assigned","- Belong to an international and multicultural company that supports diversity.- Be part of international projects with a presence in North America, Pakistan, India and Latam.- Work environment with extensive experience in remote and distributed work, using agile methodologies.- Culture of constant learning and development in current technologies.- Pleasant and collaborative environment, with a focus on teamwork.- Access to learning platforms, Google Cloud certifications, Databricks, Tech Talks, etc.- Being part of various initiatives and continuous participation in internal and external activities of innovation, hackathon, technology, agility, talks, webinars, well-being and culture with the possibility not only to participate but also to be an exhibitor.- Since you live in Chile you will also have access to several benefits related to our center :)!",,"{'data': {'id': 4, 'type': 'seniority'}}",seniority,True,fully_remote,,['Remote'],en,SysAdmin / DevOps / QA,['remote_full'],,,1710786695,,,67,https://www.getonbrd.com/jobs/senior-cloud-engineer-n5738-nisum-latam-remote
senior-security-engineer-n5767-nisum-latam-remote,Senior Security Engineer,"- Advanced experience with SIEM administration, including watch list creation, alerting tuning, threat feeds, use case development, and case/incident management.- Proven experience working with leading EDR solutions, CAS, IDS/IPS, network- and host-based firewalls, data leakage protection (DLP), DAM (Database activity monitoring)- In-depth, hands-on experience with at least two of the following technologies: Unix administration, Windows Server administration, Active Directory, Windows Workstation, Routers /Switches management, Firewall Management, SANS/NAS, Web servers, IAM/AAA, IDS/HDS, System vulnerability scanning tools, Application/Database vulnerability scanning tools.- Ability to analyze possible attack activities such as network probing/ scanning, DDOS, malicious code activity, and possible abnormal activities, such as worms, Trojans, viruses, etc., and coordinating remediation actions as necessary.- Understanding and working knowledge of MITRE ATT&CK Framework and security forensics.- Experience with security industry standards and best practices. Proven experience with the interpretation and implementation of those standards in a corporate environment. - Strong knowledge of cybersecurity frameworks, regulations, and compliance standards (e.g., NIST, ISO 27001, FERPA)- Excellent written and verbal communication skills, interpersonal and collaborative skills, and the ability to communicate strategic information security topics, policies, and standards, as well as risk-related concepts, to technical and non-technical audiences at various hierarchical levels.- Understanding of network devices such as routers and switches. TCP/IP knowledge- Understanding of common network services (web, mail, FTP, etc.), network vulnerabilities, and network attack patterns.- Ability to work effectively under pressure and in a fast-paced environment.Qualifications:- 7+ years of proven experience in a SOC Analyst role- 10+ years working in the Cybersecurity Domain, securing enterprise-level networks- Industry certifications such as CYSA+, CEH, OWASP or GIAC certifications (preferred)- Bachelor's degree in Cybersecurity or related field (Master’s preferred)- Advanced proficiency in security tools, including SIEM (Splunk or Devo), EDR (Carbon Black or CrowdStrike), IDS/IPS, and threat intelligence platforms.- Excellent analytical, problem-solving, and communication skills","Nisum is a leading global digital commerce firm headquartered in California, with services spanning digital strategy and transformation, insights and analytics, blockchain, business agility, and custom software development. Founded in 2000 with the customer-centric motto “Building Success Together®,” Nisum has grown to over 1,800 professionals across the United States, Chile,Colombia, India, Pakistan and Canada. A preferred advisor to leading Fortune 500 brands, Nisum enables clients to achieve direct business growth by building the advanced technology they need to reach end customers in today’s world, with immersive and seamless experiences across digital and physical channels.Nisum is an Equal Opportunity Employer and we are proud of our ongoing efforts to foster diversity and inclusion in the workplace.","Responsible for managing the Security Information and Event Management (SIEM) system, including creating and tuning alerts, developing use cases for threat detection, managing threat feeds, and overseeing case and incident management.Work with Endpoint Detection and Response (EDR) solutions to secure endpoints, as well as manage other endpoint security tools like CAS (Content Addressable Storage), IDS/IPS (Intrusion Detection/Prevention Systems), and DLP (Data Leakage Protection) solutions.Oversee the configuration and management of network-based security devices such as firewalls, routers, and switches, ensuring that they are properly configured to protect against various threats and vulnerabilities.Conduct system vulnerability scans and analyze the results to identify potential security weaknesses. You will also be responsible of coordinating remediation efforts to address any identified vulnerabilities.You should be adept at analyzing potential attack activities and coordinating appropriate response actions. This involves understanding attack vectors, malware analysis, and incident forensics.Ensure that the organization adheres to cybersecurity frameworks, regulations, and compliance standards such as NIST, ISO 27001, and FERPA. This may involve interpreting and implementing these standards within the organization.You should have strong communication skills to effectively communicate security topics, policies, and standards to both technical and non-technical audiences within the organization. This includes educating staff on cybersecurity best practices and risk-related concepts.You will proactively seek opportunities to improve the organization's security posture by staying updated on the latest security threats, technologies, and best practices.","- Belong to an international and multicultural company that supports diversity.- Be part of international projects with a presence in North America, Pakistan, India and Latam.- Work environment with extensive experience in remote and distributed work, using agile methodologies.- Culture of constant learning and development in current technologies.- Pleasant and collaborative environment, with a focus on teamwork.- Access to learning platforms, Google Cloud certifications, Databricks, Tech Talks, etc.- Being part of various initiatives and continuous participation in internal and external activities of innovation, hackathon, technology, agility, talks, webinars, well-being and culture with the possibility not only to participate but also to be an exhibitor.- If you live in Chile or Colombia you will also have access to several benefits related to our centers :)!",,"{'data': {'id': 5, 'type': 'seniority'}}",seniority,True,remote_local,,['Remote'],en,Cybersecurity,[],,,1710782759,,,25,https://www.getonbrd.com/jobs/senior-security-engineer-n5767-nisum-latam-remote
